t_sim_ms,x,y,theta_encoder,theta_gyro,theta_kalman,waypoint,error_m,evadiendo
64,-0.875,0.875,0.0,0.0,0.0,1,0.25,0
128,-0.871,0.875,0.0,-0.0,-0.0,1,0.246,0
192,-0.8671,0.875,0.0,-0.0,-0.0,1,0.2421,0
256,-0.8632,0.875,0.0,-0.0,-0.0,1,0.2382,0
320,-0.8593,0.875,0.0,-0.0,-0.0,1,0.2343,0
384,-0.8553,0.875,0.0,-0.0,-0.0,1,0.2303,0
448,-0.8514,0.875,0.0,-0.0,-0.0,1,0.2264,0
512,-0.8474,0.875,0.0,-0.0,-0.0,1,0.2224,0
576,-0.8436,0.875,0.0,-0.0,0.0,1,0.2186,0
640,-0.8396,0.875,0.0,-0.0,0.0,1,0.2146,0
704,-0.8357,0.875,0.0,-0.0,0.0,1,0.2107,0
768,-0.8317,0.875,0.0,-0.0,0.0,1,0.2067,0
832,-0.8278,0.875,0.0,-0.0,0.0,1,0.2028,0
896,-0.8239,0.875,0.0,-0.0,0.0,1,0.1989,0
960,-0.8199,0.875,0.0,0.0,0.0,1,0.1949,0
1024,-0.816,0.875,0.0,0.0,0.0,1,0.191,0
1088,-0.812,0.875,0.0,0.0,0.0,1,0.187,0
1152,-0.8082,0.875,0.0,0.0,0.0,1,0.1832,0
1216,-0.8042,0.875,0.0,0.0,0.0,1,0.1792,0
1280,-0.8003,0.875,0.0,0.0,0.0,1,0.1753,0
1344,-0.7963,0.875,0.0,0.0,0.0,1,0.1713,0
1408,-0.7923,0.875,0.0,0.0,0.0,1,0.1673,0
1472,-0.7885,0.875,0.0,0.0,0.0,1,0.1635,0
1536,-0.7845,0.875,0.0,0.0,0.0,1,0.1595,0
1600,-0.7806,0.875,0.0,0.0,-0.0,1,0.1556,0
1664,-0.7766,0.875,0.0,0.0,-0.0,1,0.1516,0
1728,-0.7728,0.875,0.0,0.0,-0.0,1,0.1478,0
1792,-0.7688,0.875,0.0,0.0,-0.0,1,0.1438,0
1856,-0.7649,0.875,0.0,0.0,-0.0,1,0.1399,0
1920,-0.7609,0.875,0.0,0.0,-0.0,1,0.1359,0
1984,-0.7571,0.875,0.0,-0.0,-0.0,1,0.1321,0
2048,-0.7531,0.875,0.0,-0.0,-0.0,1,0.1281,0
2112,-0.7491,0.875,0.0,-0.0,-0.0,1,0.1241,0
2176,-0.7452,0.875,0.0,-0.0,-0.0,1,0.1202,0
2240,-0.7412,0.875,0.0,-0.0,-0.0,1,0.1162,0
2304,-0.7374,0.875,0.0,-0.0,-0.0,1,0.1124,0
2368,-0.7334,0.875,0.0,-0.0,-0.0,1,0.1084,0
2432,-0.7295,0.875,0.0,-0.0,-0.0,1,0.1045,0
2496,-0.7255,0.875,0.0,-0.0,-0.0,1,0.1005,0
2560,-0.7217,0.875,0.0,-0.0,-0.0,1,0.0967,0
2624,-0.7177,0.875,0.0,-0.0,0.0,1,0.0927,0
2688,-0.7137,0.875,0.0,-0.0,0.0,1,0.0887,0
2752,-0.7098,0.875,0.0,-0.0,0.0,1,0.0848,0
2816,-0.7058,0.875,0.0,-0.0,0.0,1,0.0808,0
2880,-0.702,0.875,0.0,-0.0,0.0,1,0.077,0
2944,-0.698,0.875,0.0,-0.0,0.0,1,0.073,0
3008,-0.6941,0.875,0.0,-0.0,0.0,1,0.0691,0
3072,-0.6901,0.875,0.0,0.0,0.0,1,0.0651,0
3136,-0.6863,0.875,0.0,0.0,0.0,1,0.0613,0
3200,-0.6823,0.875,0.0,0.0,0.0,1,0.0573,0
3264,-0.6784,0.875,0.0,0.0,0.0,1,0.0534,0
3328,-0.6744,0.875,0.0,0.0,0.0,1,0.0494,0
3392,-0.6704,0.875,0.0,0.0,0.0,1,0.0454,0
3456,-0.6666,0.875,0.0,0.0,0.0,1,0.0416,0
3520,-0.6626,0.875,0.0,0.0,0.0,1,0.0376,0
3584,-0.6587,0.875,0.0,0.0,0.0,1,0.0337,0
3648,-0.6547,0.875,0.0,0.0,0.0,1,0.0297,0
3712,-0.6509,0.875,0.0,0.0,-0.0,1,0.0259,0
3776,-0.6469,0.875,0.0,0.0,-0.0,1,0.0219,0
3840,-0.643,0.875,0.0,0.0,-0.0,1,0.018,0
3904,-0.639,0.875,0.0,0.0,-0.0,1,0.014,0
4032,-0.6312,0.875,0.0,0.0,-0.0,2,0.2501,0
4096,-0.6311,0.875,-8.07,-7.99,-8.02,2,0.2501,0
4160,-0.6312,0.875,-15.37,-15.31,-15.35,2,0.2501,0
4224,-0.6312,0.875,-22.03,-22.02,-22.05,2,0.2501,0
4288,-0.6312,0.875,-28.17,-28.07,-28.12,2,0.2501,0
4352,-0.6312,0.875,-33.55,-33.56,-33.59,2,0.2501,0
4416,-0.6311,0.8749,-38.67,-38.51,-38.59,2,0.25,0
4480,-0.6306,0.8746,-43.16,-42.99,-43.1,2,0.2496,0
4544,-0.6301,0.874,-47.25,-47.08,-47.22,2,0.2491,0
4608,-0.6294,0.8732,-51.1,-50.82,-51.0,2,0.2483,0
4672,-0.6286,0.8721,-54.55,-54.2,-54.45,2,0.2472,0
4736,-0.6277,0.8708,-57.76,-57.3,-57.62,2,0.2458,0
4800,-0.6268,0.8693,-60.7,-60.13,-60.54,2,0.2443,0
4864,-0.6259,0.8676,-63.26,-62.72,-63.17,2,0.2426,0
4928,-0.625,0.8657,-65.69,-65.11,-65.61,2,0.2407,0
4992,-0.6241,0.8637,-68.0,-67.29,-67.87,2,0.2387,0
5056,-0.6232,0.8614,-70.05,-69.3,-69.94,2,0.2364,0
5120,-0.6224,0.859,-71.71,-71.14,-71.76,2,0.234,0
5184,-0.6216,0.8565,-73.63,-72.84,-73.52,2,0.2315,0
5248,-0.6209,0.8539,-75.17,-74.4,-75.11,2,0.2289,0
5312,-0.6202,0.8511,-76.58,-75.84,-76.56,2,0.2261,0
5376,-0.6196,0.8483,-77.99,-77.17,-77.92,2,0.2233,0
5440,-0.619,0.8453,-79.14,-78.39,-79.14,2,0.2204,0
5504,-0.6184,0.8423,-80.17,-79.51,-80.23,2,0.2174,0
5568,-0.6179,0.8392,-81.32,-80.55,-81.29,2,0.2143,0
5632,-0.6175,0.836,-82.21,-81.51,-82.24,2,0.2112,0
5696,-0.617,0.8328,-83.11,-82.4,-83.12,2,0.2079,0
5760,-0.6167,0.8295,-84.01,-83.22,-83.96,2,0.2047,0
5824,-0.6163,0.8262,-84.78,-83.97,-84.74,2,0.2014,0
5888,-0.616,0.8228,-85.42,-84.67,-85.43,2,0.198,0
5952,-0.6158,0.8193,-86.18,-85.32,-86.11,2,0.1945,0
6016,-0.6156,0.8158,-86.7,-85.91,-86.7,2,0.1911,0
6080,-0.6154,0.8123,-87.34,-86.46,-87.28,2,0.1876,0
6144,-0.6152,0.8088,-87.72,-86.97,-87.77,2,0.184,0
6208,-0.6151,0.8052,-88.23,-87.44,-88.24,2,0.1804,0
6272,-0.615,0.8016,-88.62,-87.88,-88.65,2,0.1769,0
6336,-0.6149,0.798,-89.13,-88.29,-89.09,2,0.1733,0
6400,-0.6149,0.7944,-89.51,-88.67,-89.48,2,0.1697,0
6464,-0.6149,0.7907,-89.9,-89.02,-89.86,2,0.166,0
6528,-0.6149,0.787,-90.28,-89.35,-90.22,2,0.1623,0
6592,-0.6149,0.7833,-90.54,-89.65,-90.53,2,0.1586,0
6656,-0.615,0.7796,-90.79,-89.93,-90.8,2,0.1549,0
6720,-0.615,0.7758,-91.05,-90.19,-91.06,2,0.1512,0
6784,-0.6151,0.7721,-91.31,-90.43,-91.31,2,0.1474,0
6848,-0.6152,0.7684,-91.56,-90.66,-91.54,2,0.1437,0
6912,-0.6153,0.7646,-91.69,-90.87,-91.73,2,0.1399,0
6976,-0.6154,0.7608,-91.95,-91.08,-91.94,2,0.1362,0
7040,-0.6155,0.757,-92.08,-91.26,-92.11,2,0.1324,0
7104,-0.6157,0.7532,-92.33,-91.44,-92.3,2,0.1285,0
7168,-0.6159,0.7494,-92.46,-91.61,-92.47,2,0.1247,0
7232,-0.616,0.7456,-92.59,-91.76,-92.61,2,0.1209,0
7296,-0.6162,0.7418,-92.72,-91.91,-92.74,2,0.1171,0
7360,-0.6164,0.7379,-92.97,-92.05,-92.91,2,0.1133,0
7424,-0.6166,0.7341,-93.1,-92.18,-93.06,2,0.1095,0
7488,-0.6168,0.7304,-93.23,-92.3,-93.2,2,0.1057,0
7552,-0.617,0.7265,-93.23,-92.42,-93.28,2,0.1018,0
7616,-0.6172,0.7226,-93.48,-92.53,-93.42,2,0.0979,0
7680,-0.6175,0.7188,-93.48,-92.63,-93.51,2,0.0941,0
7744,-0.6177,0.7149,-93.74,-92.72,-93.65,2,0.0902,0
7808,-0.618,0.7111,-93.74,-92.81,-93.74,2,0.0864,0
7872,-0.6182,0.7072,-93.74,-92.89,-93.79,2,0.0825,0
7936,-0.6185,0.7033,-93.87,-92.98,-93.87,2,0.0786,0
8000,-0.6187,0.6995,-94.0,-93.05,-93.97,2,0.0748,0
8064,-0.619,0.6957,-94.0,-93.13,-94.03,2,0.0709,0
8128,-0.6193,0.6917,-94.12,-93.2,-94.11,2,0.067,0
8192,-0.6196,0.6879,-94.12,-93.27,-94.16,2,0.0631,0
8256,-0.6199,0.684,-94.25,-93.34,-94.24,2,0.0592,0
8320,-0.6201,0.6801,-94.25,-93.41,-94.29,2,0.0553,0
8384,-0.6204,0.6762,-94.38,-93.48,-94.36,2,0.0514,0
8448,-0.6207,0.6724,-94.51,-93.54,-94.46,2,0.0476,0
8512,-0.621,0.6686,-94.51,-93.61,-94.52,2,0.0438,0
8576,-0.6213,0.6647,-94.64,-93.67,-94.6,2,0.0398,0
8640,-0.6217,0.6608,-94.64,-93.73,-94.65,2,0.036,0
8704,-0.622,0.6569,-94.76,-93.79,-94.73,2,0.032,0
8768,-0.6223,0.653,-94.76,-93.85,-94.78,2,0.0282,0
8832,-0.6226,0.6491,-94.89,-93.91,-94.86,2,0.0242,0
8896,-0.623,0.6453,-94.89,-93.98,-94.92,2,0.0204,0
8960,-0.6233,0.6414,-94.89,-94.05,-94.95,2,0.0165,0
9024,-0.6236,0.6376,-95.15,-94.14,-95.08,2,0.0127,0
9152,-0.6243,0.6299,-95.15,-94.34,-95.23,3,0.2494,0
9216,-0.6243,0.6299,-86.7,-85.84,-86.71,3,0.2494,0
9280,-0.6243,0.6299,-79.01,-78.06,-78.96,3,0.2494,0
9344,-0.6243,0.6299,-71.84,-70.85,-71.79,3,0.2494,0
9408,-0.6243,0.6299,-65.44,-64.4,-65.37,3,0.2494,0
9472,-0.6243,0.6299,-59.55,-58.59,-59.56,3,0.2494,0
9536,-0.6243,0.6299,-54.17,-53.35,-54.26,3,0.2494,0
9600,-0.6241,0.6296,-49.43,-48.57,-49.47,3,0.2492,0
9664,-0.6237,0.6292,-44.95,-44.23,-45.06,3,0.2488,0
9728,-0.6231,0.6286,-40.85,-40.28,-41.02,3,0.2481,0
9792,-0.6222,0.6279,-37.27,-36.68,-37.36,3,0.2472,0
9856,-0.621,0.6271,-33.94,-33.39,-34.02,3,0.246,0
9920,-0.6196,0.6262,-30.86,-30.38,-30.96,3,0.2446,0
9984,-0.618,0.6253,-28.05,-27.63,-28.15,3,0.243,0
10048,-0.6163,0.6244,-25.61,-25.12,-25.63,3,0.2413,0
10112,-0.6143,0.6235,-23.18,-22.82,-23.28,3,0.2393,0
10176,-0.6121,0.6226,-21.0,-20.7,-21.1,3,0.2371,0
10240,-0.6099,0.6218,-19.08,-18.76,-19.13,3,0.2349,0
10304,-0.6074,0.621,-17.29,-16.97,-17.32,3,0.2325,0
10368,-0.6048,0.6202,-15.5,-15.32,-15.61,3,0.2299,0
10432,-0.6022,0.6195,-14.09,-13.8,-14.09,3,0.2272,0
10496,-0.5993,0.6188,-12.68,-12.4,-12.69,3,0.2244,0
10560,-0.5964,0.6182,-11.4,-11.11,-11.4,3,0.2216,0
10624,-0.5935,0.6176,-10.24,-9.92,-10.22,3,0.2186,0
10688,-0.5904,0.6171,-8.96,-8.82,-9.06,3,0.2156,0
10752,-0.5873,0.6167,-8.07,-7.8,-8.06,3,0.2125,0
10816,-0.5841,0.6162,-7.04,-6.87,-7.1,3,0.2093,0
10880,-0.5808,0.6159,-6.27,-6.01,-6.25,3,0.206,0
10944,-0.5775,0.6155,-5.38,-5.22,-5.43,3,0.2028,0
11008,-0.5741,0.6152,-4.74,-4.49,-4.71,3,0.1994,0
11072,-0.5708,0.615,-3.97,-3.81,-4.01,3,0.1961,0
11136,-0.5673,0.6147,-3.46,-3.19,-3.41,3,0.1926,0
11200,-0.5638,0.6145,-2.82,-2.61,-2.83,3,0.1891,0
11264,-0.5603,0.6144,-2.31,-2.08,-2.3,3,0.1856,0
11328,-0.5567,0.6143,-1.79,-1.58,-1.8,3,0.182,0
11392,-0.5532,0.6142,-1.15,-1.11,-1.27,3,0.1785,0
11456,-0.5496,0.6141,-0.9,-0.69,-0.86,3,0.1749,0
11520,-0.546,0.6141,-0.38,-0.29,-0.43,3,0.1713,0
11584,-0.5423,0.6141,0.0,0.08,-0.04,3,0.1677,0
11648,-0.5386,0.6141,0.26,0.42,0.28,3,0.1639,0
11712,-0.5349,0.6141,0.64,0.74,0.61,3,0.1603,0
11776,-0.5312,0.6141,0.9,1.03,0.9,3,0.1565,0
11840,-0.5275,0.6142,1.28,1.31,1.22,3,0.1529,0
11904,-0.5238,0.6143,1.54,1.56,1.49,3,0.1491,0
11968,-0.52,0.6144,1.66,1.8,1.71,3,0.1454,0
12032,-0.5162,0.6145,1.92,2.02,1.93,3,0.1416,0
12096,-0.5124,0.6147,2.05,2.23,2.1,3,0.1378,0
12160,-0.5087,0.6148,2.31,2.42,2.3,3,0.1341,0
12224,-0.5049,0.615,2.43,2.61,2.47,3,0.1303,0
12288,-0.5011,0.6151,2.69,2.78,2.66,3,0.1264,0
12352,-0.4973,0.6153,2.82,2.95,2.82,3,0.1226,0
12416,-0.4935,0.6155,2.95,3.1,2.96,3,0.1188,0
12480,-0.4897,0.6157,3.07,3.25,3.1,3,0.1151,0
12544,-0.4858,0.6159,3.33,3.38,3.27,3,0.1112,0
12608,-0.482,0.6161,3.46,3.51,3.42,3,0.1074,0
12672,-0.4782,0.6164,3.46,3.63,3.51,3,0.1035,0
12736,-0.4744,0.6166,3.59,3.74,3.61,3,0.0997,0
12800,-0.4705,0.6169,3.84,3.85,3.76,3,0.0959,0
12864,-0.4667,0.6171,3.84,3.95,3.85,3,0.092,0
12928,-0.4628,0.6174,3.97,4.05,3.96,3,0.0881,0
12992,-0.459,0.6177,4.1,4.14,4.06,3,0.0843,0
13056,-0.4551,0.6179,4.1,4.22,4.13,3,0.0804,0
13120,-0.4512,0.6182,4.23,4.3,4.22,3,0.0765,0
13184,-0.4473,0.6185,4.23,4.38,4.27,3,0.0726,0
13248,-0.4436,0.6188,4.35,4.46,4.35,3,0.0688,0
13312,-0.4396,0.6191,4.48,4.53,4.45,3,0.0649,0
13376,-0.4358,0.6194,4.48,4.6,4.5,3,0.0611,0
13440,-0.4319,0.6197,4.61,4.67,4.59,3,0.0571,0
13504,-0.428,0.62,4.61,4.74,4.64,3,0.0533,0
13568,-0.4241,0.6203,4.74,4.81,4.72,3,0.0493,0
13632,-0.4203,0.6206,4.74,4.87,4.77,3,0.0455,0
13696,-0.4165,0.621,4.87,4.94,4.84,3,0.0417,0
13760,-0.4126,0.6213,4.99,5.0,4.94,3,0.0378,0
13824,-0.4087,0.6216,4.99,5.06,5.0,3,0.0339,0
13888,-0.4048,0.622,5.12,5.12,5.08,3,0.03,0
13952,-0.401,0.6223,5.12,5.19,5.14,3,0.0261,0
14016,-0.3971,0.6227,5.25,5.25,5.22,3,0.0222,0
14080,-0.3932,0.623,5.25,5.32,5.28,3,0.0183,0
14144,-0.3894,0.6234,5.25,5.4,5.32,3,0.0145,0
14272,-0.3817,0.6241,5.51,5.59,5.53,4,0.2567,0
14336,-0.3781,0.6245,4.99,5.11,5.03,4,0.2531,0
14400,-0.3746,0.6248,4.61,4.67,4.59,4,0.2496,0
14464,-0.3709,0.625,4.23,4.25,4.2,4,0.2459,0
14528,-0.3673,0.6253,3.71,3.87,3.78,4,0.2423,0
14592,-0.3636,0.6255,3.46,3.52,3.44,4,0.2386,0
14656,-0.3599,0.6257,3.07,3.2,3.1,4,0.2349,0
14720,-0.3562,0.6259,2.82,2.91,2.81,4,0.2312,0
14784,-0.3525,0.6261,2.43,2.63,2.5,4,0.2275,0
14848,-0.3488,0.6262,2.18,2.38,2.22,4,0.2238,0
14912,-0.345,0.6264,2.05,2.16,2.01,4,0.22,0
14976,-0.3413,0.6265,1.79,1.94,1.8,4,0.2163,0
15040,-0.3375,0.6266,1.66,1.75,1.62,4,0.2125,0
15104,-0.3337,0.6267,1.54,1.56,1.47,4,0.2087,0
15168,-0.3299,0.6268,1.28,1.39,1.29,4,0.2049,0
15232,-0.3261,0.6269,1.02,1.22,1.09,4,0.2011,0
15296,-0.3223,0.627,0.9,1.08,0.93,4,0.1973,0
15360,-0.3184,0.627,0.9,0.94,0.83,4,0.1934,0
15424,-0.3146,0.6271,0.77,0.81,0.73,4,0.1896,0
15488,-0.3108,0.6271,0.51,0.69,0.57,4,0.1858,0
15552,-0.3069,0.6271,0.51,0.58,0.48,4,0.1819,0
15616,-0.3031,0.6272,0.38,0.48,0.38,4,0.1781,0
15680,-0.2992,0.6272,0.26,0.38,0.27,4,0.1742,0
15744,-0.2953,0.6272,0.26,0.29,0.21,4,0.1703,0
15808,-0.2914,0.6272,0.0,0.21,0.08,4,0.1665,0
15872,-0.2876,0.6272,0.0,0.13,0.0,4,0.1626,0
15936,-0.2837,0.6272,0.0,0.06,-0.04,4,0.1587,0
16000,-0.2798,0.6272,-0.13,-0.01,-0.12,4,0.1548,0
16064,-0.2759,0.6272,-0.13,-0.07,-0.16,4,0.151,0
16128,-0.272,0.6272,-0.26,-0.13,-0.24,4,0.147,0
16192,-0.2681,0.6272,-0.26,-0.19,-0.28,4,0.1432,0
16256,-0.2642,0.6272,-0.38,-0.24,-0.35,4,0.1392,0
16320,-0.2604,0.6271,-0.38,-0.29,-0.39,4,0.1354,0
16384,-0.2565,0.6271,-0.38,-0.34,-0.42,4,0.1315,0
16448,-0.2526,0.6271,-0.51,-0.38,-0.48,4,0.1276,0
16512,-0.2487,0.627,-0.51,-0.42,-0.52,4,0.1237,0
16576,-0.2448,0.627,-0.64,-0.46,-0.59,4,0.1198,0
16640,-0.2409,0.627,-0.64,-0.5,-0.63,4,0.1159,0
16704,-0.2369,0.6269,-0.64,-0.53,-0.65,4,0.1119,0
16768,-0.2331,0.6269,-0.64,-0.56,-0.67,4,0.1081,0
16832,-0.2291,0.6268,-0.77,-0.59,-0.72,4,0.1042,0
16896,-0.2252,0.6268,-0.64,-0.61,-0.71,4,0.1002,0
16960,-0.2213,0.6267,-0.77,-0.64,-0.75,4,0.0963,0
17024,-0.2174,0.6267,-0.77,-0.67,-0.77,4,0.0924,0
17088,-0.2135,0.6266,-0.9,-0.69,-0.83,4,0.0885,0
17152,-0.2096,0.6266,-0.77,-0.71,-0.82,4,0.0846,0
17216,-0.2056,0.6265,-0.9,-0.73,-0.86,4,0.0807,0
17280,-0.2018,0.6264,-0.9,-0.75,-0.89,4,0.0768,0
17344,-0.1978,0.6264,-0.9,-0.77,-0.9,4,0.0728,0
17408,-0.1939,0.6263,-0.9,-0.78,-0.91,4,0.0689,0
17472,-0.1899,0.6263,-0.9,-0.8,-0.92,4,0.065,0
17536,-0.1861,0.6262,-0.9,-0.82,-0.92,4,0.0611,0
17600,-0.1822,0.6261,-1.02,-0.84,-0.97,4,0.0572,0
17664,-0.1782,0.6261,-0.9,-0.85,-0.95,4,0.0532,0
17728,-0.1743,0.626,-1.02,-0.87,-0.99,4,0.0493,0
17792,-0.1704,0.6259,-0.9,-0.89,-0.97,4,0.0454,0
17856,-0.1665,0.6259,-1.02,-0.91,-1.0,4,0.0415,0
17920,-0.1625,0.6258,-1.15,-0.93,-1.07,4,0.0375,0
17984,-0.1586,0.6257,-1.02,-0.94,-1.06,4,0.0336,0
18048,-0.1547,0.6256,-1.15,-0.96,-1.1,4,0.0297,0
18112,-0.1507,0.6256,-1.02,-0.97,-1.08,4,0.0258,0
18176,-0.1468,0.6255,-1.15,-0.99,-1.12,4,0.0218,0
18240,-0.143,0.6254,-1.15,-1.0,-1.14,4,0.018,0
18304,-0.139,0.6253,-1.15,-1.02,-1.16,4,0.014,0
18432,-0.1312,0.6252,-1.28,-1.07,-1.22,5,0.2503,0
18496,-0.1312,0.6252,-9.22,-8.98,-9.17,5,0.2503,0
18560,-0.1312,0.6252,-16.39,-16.25,-16.42,5,0.2503,0
18624,-0.1312,0.6252,-23.05,-22.89,-23.06,5,0.2503,0
18688,-0.1312,0.6252,-28.94,-28.84,-28.99,5,0.2503,0
18752,-0.1312,0.6252,-34.32,-34.24,-34.36,5,0.2503,0
18816,-0.131,0.6251,-39.31,-39.13,-39.27,5,0.2501,0
18880,-0.1306,0.6247,-43.8,-43.57,-43.74,5,0.2497,0
18944,-0.13,0.6241,-47.77,-47.6,-47.77,5,0.2491,0
19008,-0.1293,0.6232,-51.61,-51.26,-51.49,5,0.2482,0
19072,-0.1285,0.6222,-54.94,-54.63,-54.89,5,0.2472,0
19136,-0.1276,0.6208,-58.14,-57.7,-58.02,5,0.2458,0
19200,-0.1267,0.6193,-60.96,-60.51,-60.88,5,0.2443,0
19264,-0.1258,0.6176,-63.52,-63.08,-63.47,5,0.2426,0
19328,-0.1249,0.6156,-65.95,-65.44,-65.88,5,0.2406,0
19392,-0.124,0.6136,-68.13,-67.59,-68.06,5,0.2386,0
19456,-0.1231,0.6113,-70.18,-69.58,-70.1,5,0.2363,0
19520,-0.1223,0.6089,-72.1,-71.4,-71.98,5,0.2339,0
19584,-0.1215,0.6064,-73.76,-73.07,-73.69,5,0.2314,0
19648,-0.1208,0.6037,-75.43,-74.63,-75.31,5,0.2287,0
19712,-0.1201,0.6009,-76.84,-76.04,-76.77,5,0.226,0
19776,-0.1195,0.5981,-77.99,-77.35,-78.04,5,0.2231,0
19840,-0.1189,0.5951,-79.4,-78.56,-79.3,5,0.2202,0
19904,-0.1184,0.5921,-80.42,-79.67,-80.42,5,0.2172,0
19968,-0.1179,0.5889,-81.57,-80.7,-81.49,5,0.2141,0
20032,-0.1174,0.5858,-82.34,-81.64,-82.4,5,0.2109,0
20096,-0.117,0.5825,-83.24,-82.51,-83.26,5,0.2077,0
20160,-0.1166,0.5792,-84.14,-83.32,-84.09,5,0.2044,0
20224,-0.1163,0.5758,-84.78,-84.07,-84.82,5,0.201,0
20288,-0.116,0.5725,-85.54,-84.76,-85.52,5,0.1977,0
20352,-0.1158,0.569,-86.18,-85.39,-86.17,5,0.1942,0
20416,-0.1156,0.5656,-86.82,-85.98,-86.78,5,0.1908,0
20480,-0.1154,0.562,-87.34,-86.53,-87.33,5,0.1872,0
20544,-0.1152,0.5585,-87.85,-87.03,-87.84,5,0.1838,0
20608,-0.1151,0.5549,-88.36,-87.49,-88.32,5,0.1802,0
20672,-0.115,0.5514,-88.75,-87.93,-88.75,5,0.1766,0
20736,-0.115,0.5477,-89.13,-88.33,-89.14,5,0.173,0
20800,-0.1149,0.544,-89.51,-88.7,-89.52,5,0.1693,0
20864,-0.1149,0.5404,-89.9,-89.05,-89.88,5,0.1657,0
20928,-0.1149,0.5367,-90.28,-89.37,-90.23,5,0.162,0
20992,-0.1149,0.5329,-90.54,-89.67,-90.53,5,0.1583,0
21056,-0.115,0.5293,-90.92,-89.95,-90.85,5,0.1546,0
21120,-0.115,0.5255,-91.18,-90.21,-91.13,5,0.1509,0
21184,-0.1151,0.5218,-91.31,-90.45,-91.35,5,0.1471,0
21248,-0.1152,0.518,-91.56,-90.67,-91.57,5,0.1434,0
21312,-0.1153,0.5143,-91.82,-90.88,-91.79,5,0.1396,0
21376,-0.1155,0.5105,-91.95,-91.08,-91.97,5,0.1358,0
21440,-0.1156,0.5067,-92.08,-91.26,-92.13,5,0.132,0
21504,-0.1157,0.5028,-92.33,-91.44,-92.31,5,0.1282,0
21568,-0.1159,0.499,-92.46,-91.6,-92.47,5,0.1244,0
21632,-0.1161,0.4952,-92.59,-91.76,-92.61,5,0.1206,0
21696,-0.1162,0.4915,-92.72,-91.9,-92.74,5,0.1168,0
21760,-0.1164,0.4876,-92.97,-92.04,-92.92,5,0.1129,0
21824,-0.1166,0.4838,-93.1,-92.17,-93.06,5,0.1091,0
21888,-0.1168,0.48,-93.23,-92.29,-93.2,5,0.1053,0
21952,-0.1171,0.4761,-93.36,-92.4,-93.33,5,0.1014,0
22016,-0.1173,0.4723,-93.48,-92.51,-93.45,5,0.0976,0
22080,-0.1175,0.4684,-93.48,-92.61,-93.53,5,0.0937,0
22144,-0.1178,0.4645,-93.61,-92.7,-93.62,5,0.0898,0
22208,-0.118,0.4607,-93.74,-92.79,-93.72,5,0.086,0
22272,-0.1183,0.4569,-93.74,-92.88,-93.78,5,0.0822,0
22336,-0.1185,0.453,-93.87,-92.96,-93.87,5,0.0782,0
22400,-0.1188,0.4491,-93.87,-93.04,-93.92,5,0.0744,0
22464,-0.119,0.4453,-94.0,-93.12,-94.0,5,0.0706,0
22528,-0.1193,0.4414,-94.12,-93.19,-94.09,5,0.0666,0
22592,-0.1196,0.4376,-94.12,-93.27,-94.15,5,0.0628,0
22656,-0.1199,0.4336,-94.25,-93.34,-94.23,5,0.0589,0
22720,-0.1202,0.4298,-94.25,-93.4,-94.28,5,0.055,0
22784,-0.1205,0.4259,-94.38,-93.47,-94.36,5,0.0511,0
22848,-0.1208,0.4221,-94.51,-93.54,-94.46,5,0.0473,0
22912,-0.1211,0.4182,-94.51,-93.6,-94.51,5,0.0434,0
22976,-0.1214,0.4143,-94.64,-93.66,-94.6,5,0.0395,0
23040,-0.1217,0.4105,-94.64,-93.72,-94.65,5,0.0356,0
23104,-0.122,0.4066,-94.76,-93.78,-94.73,5,0.0317,0
23168,-0.1223,0.4027,-94.76,-93.84,-94.78,5,0.0278,0
23232,-0.1227,0.3988,-94.89,-93.91,-94.86,5,0.0239,0
23296,-0.123,0.3949,-94.89,-93.98,-94.92,5,0.02,0
23360,-0.1233,0.3911,-94.89,-94.05,-94.96,5,0.0162,0
23424,-0.1237,0.3872,-95.02,-94.14,-95.04,5,0.0123,0
23552,-0.1243,0.3796,-95.28,-94.36,-95.26,6,0.2494,0
23616,-0.1243,0.3796,-86.7,-85.8,-86.7,6,0.2494,0
23680,-0.1243,0.3796,-79.01,-78.03,-78.96,6,0.2494,0
23744,-0.1243,0.3796,-71.84,-70.85,-71.81,6,0.2494,0
23808,-0.1243,0.3796,-65.44,-64.37,-65.36,6,0.2494,0
23872,-0.1243,0.3796,-59.55,-58.5,-59.52,6,0.2494,0
23936,-0.1243,0.3796,-54.17,-53.24,-54.23,6,0.2494,0
24000,-0.1242,0.3794,-49.3,-48.47,-49.4,6,0.2492,0
24064,-0.1237,0.3789,-44.95,-44.14,-45.02,6,0.2488,0
24128,-0.1231,0.3783,-40.85,-40.18,-40.99,6,0.2481,0
24192,-0.1222,0.3775,-37.27,-36.59,-37.35,6,0.2472,0
24256,-0.121,0.3767,-33.94,-33.32,-34.03,6,0.246,0
24320,-0.1197,0.3759,-30.73,-30.31,-30.92,6,0.2447,0
24384,-0.1181,0.3749,-28.05,-27.56,-28.12,6,0.2431,0
24448,-0.1163,0.3741,-25.48,-25.05,-25.57,6,0.2413,0
24512,-0.1143,0.3732,-23.18,-22.74,-23.23,6,0.2393,0
24576,-0.1122,0.3723,-20.87,-20.62,-21.03,6,0.2372,0
24640,-0.1099,0.3715,-19.08,-18.69,-19.09,6,0.2349,0
24704,-0.1074,0.3707,-17.29,-16.89,-17.29,6,0.2325,0
